item_id,user_id,year,recommend,sentiment_analysis
269210,76561198056392326,2014,False,1
317470,2d4nk4m3,2014,False,2
47410,2d4nk4m3,2014,True,1
730,76561198078478151,2014,True,1
365450,exiaez,2014,True,1
245620,76561198095921854,2015,True,2
70,EizanAratoFujimaki,2015,True,2
359550,EizanAratoFujimaki,2014,False,1
274980,TeCool,2014,True,2
202090,TeCool,2014,True,2
339280,TeCool,2015,True,2
314130,TeCool,2015,False,1
570,2xDelorean,2015,True,2
212680,2xDelorean,2013,True,2
200210,2xDelorean,2013,True,2
440,2xDelorean,2011,True,2
440,washington_,2014,False,2
4000,washington_,2014,True,2
211820,washington_,2014,True,1
10180,washington_,2014,True,1
252490,washington_,2014,True,1
417860,washington_,2015,True,1
251970,jewxxl,2015,True,2
359550,76561198088944293,2014,True,1
107410,76561198088944293,2014,True,2
218230,76561198088944293,2014,False,1
437701,76561198088944293,2014,False,1
304930,76561198088944293,2014,True,1
400,76561198092540221,2015,True,2
620,76561198092540221,2015,True,2
238460,76561198092540221,2015,True,2
6060,76561198092540221,2015,True,2
440,76561198092540221,2014,True,2
730,76561198051258119,2015,True,2
265610,nubquake123,2014,True,2
31280,Pyromanic,2013,True,1
4000,Pyromanic,2013,True,2
240,Pyromanic,2013,True,2
440,76561198109656922,2014,True,2
252490,CobRazor,2015,True,1
8930,relesprit,2013,True,2
304930,WitchHunter4542,2014,True,2
237310,WitchHunter4542,2015,True,1
224260,WitchHunter4542,2014,True,1
230410,pwrt,2015,True,2
440,pwrt,2014,True,2
440,wantmahbody,2014,True,2
219640,76561198115868847,2014,False,1
570,benedictcuminherbatch,2014,True,1
8930,76561198031207016,2014,True,2
105600,76561198043458582,2015,True,2
221100,76561198043458582,2015,True,2
107410,76561198043458582,2015,True,2
231430,76561198043458582,2014,True,2
218620,smashiroshh,2014,True,2
225540,shark854,2014,True,2
570,killbunny38,2015,True,2
333930,killbunny38,2015,False,1
230410,76561198047630659,2015,False,2
271590,1337lolroflmao,2015,True,2
218620,1337lolroflmao,2014,True,1
219740,1337lolroflmao,2013,True,1
7940,1337lolroflmao,2013,True,2
234190,1337lolroflmao,2014,True,2
10180,1337lolroflmao,2013,True,2
33900,1337lolroflmao,2013,True,2
261030,1337lolroflmao,2015,True,2
243470,1337lolroflmao,2014,True,0
302830,sithjjf,2015,False,1
570,76561198060039459,2014,False,1
218620,OzfurAtlas,2014,False,1
4700,OzfurAtlas,2014,True,1
212680,OzfurAtlas,2013,True,1
304930,76561198065593074,2015,False,1
730,76561198065593074,2014,False,1
304050,76561198065593074,2015,True,2
203750,76561198065593074,2014,True,2
227940,76561198044169764,2015,False,2
355180,76561198044169764,2015,False,1
730,76561198044169764,2013,True,0
4000,76561198044169764,2015,True,1
236390,euzi,2014,True,2
221100,76561198074935997,2014,False,1
365590,76561198074935997,2014,False,1
299740,76561198074935997,2014,True,2
346110,76561198074935997,2013,False,2
275850,76561198074935997,2013,False,2
400800,76561198074935997,2014,False,1
252490,76561198074935997,2013,False,2
437220,76561198074935997,2013,False,2
730,76561197961778802,2014,True,2
440,lucasrash,2014,True,1
301520,76561198016602703,2014,False,1
433340,76561198016602703,2014,True,2
440,thisissohardtomakeoneup,2014,True,1
4000,76561198087010391,2015,True,2
302830,66666669999999,2015,False,1
220200,76561198061174192,2014,True,2
242760,76561198061174192,2014,True,1
352460,ReMiXOfficalSteam,2015,True,2
322920,Wilfire77,2015,True,2
234792,76561198084390807,2015,True,1
252490,76561198084390807,2014,True,2
304050,Mastic,2015,False,1
297130,Mastic,2013,True,2
397570,Mastic,2014,True,1
550,Mastic,2014,True,2
206420,Mastic,2014,True,2
278360,Mastic,2013,False,2
10180,76561198028286104,2013,True,2
242760,tarjla,2014,True,2
304930,tarjla,2014,True,2
441790,tarjla,2014,True,2
265750,tarjla,2015,True,2
252490,tarjla,2014,True,2
4000,tarjla,2013,True,2
211820,tarjla,2013,True,2
105600,tarjla,2013,True,2
251570,tarjla,2014,True,2
730,tarjla,2014,True,2
233110,deathnz1,2014,False,1
322910,deathnz1,2014,False,2
276340,deathnz1,2014,True,2
227940,readingthis4noobs,2014,True,2
304930,76561198104393251,2015,True,2
730,76561198075322986,2014,True,1
448530,redsncrimson,2014,True,2
304410,redsncrimson,2014,True,2
620,redsncrimson,2014,True,2
274920,redsncrimson,2014,True,1
211820,redsncrimson,2013,True,2
219890,redsncrimson,2014,True,2
49520,redsncrimson,2013,True,2
223510,redsncrimson,2013,True,2
440,redsncrimson,2012,True,2
252950,76561198151910904,2014,True,2
240,H1DD3NT3RR0R,2014,True,2
105600,H1DD3NT3RR0R,2014,True,2
204300,H1DD3NT3RR0R,2013,True,2
730,H1DD3NT3RR0R,2014,True,0
440,H1DD3NT3RR0R,2015,False,1
570,H1DD3NT3RR0R,2014,True,1
268750,76561198071214618,2015,True,2
570,76561198115115631,2015,True,2
570,76561198071175142,2015,True,1
271590,76561198071175142,2015,True,2
360870,t8s,2015,True,2
730,t8s,2015,True,2
230410,pikawuu2,2013,True,1
12900,pikawuu2,2013,True,2
301520,Sammeh00,2014,True,2
6060,Michaelele,2014,True,2
730,Michaelele,2014,True,2
107410,Michaelele,2014,True,2
304930,Michaelele,2014,True,2
335670,76561198045754869,2015,True,1
215080,76561198076098774,2015,True,2
570,76561198103253374,2014,True,1
271590,76561198048417105,2015,True,2
730,76561198048417105,2015,True,2
244160,76561198048417105,2014,True,2
270880,76561198048417105,2014,True,2
8190,76561198090842891,2015,True,2
247730,76561198055767971,2015,False,1
233630,76561197998052647,2014,True,1
303390,adohya343,2014,False,1
221100,76561198145436942,2014,True,2
208812,jjas01,2014,False,2
218620,jjas01,2015,False,2
243120,jjas01,2014,True,2
234140,jjas01,2015,True,1
204450,jjas01,2014,True,2
225260,jjas01,2014,True,2
50300,jjas01,2013,True,2
201810,jjas01,2014,True,2
212630,jjas01,2014,False,1
427820,jjas01,2014,False,1
500,3xotic26,2014,True,2
440,3xotic26,2014,True,2
49520,3xotic26,2014,True,2
550,3xotic26,2013,True,2
206420,iamthetrashlord,2015,True,2
213670,iamthetrashlord,2014,True,2
550,3dster,2015,True,2
231040,76561198079990063,2014,True,2
221100,Forty-Nine,2014,True,0
376300,Forty-Nine,2013,False,2
351040,76561198051017916,2015,True,1
250600,76561198051017916,2014,True,1
227940,L4M1NAS,2014,True,2
437220,L4M1NAS,2014,True,2
221100,L4M1NAS,2015,True,2
301520,76561198096766604,2014,False,2
264710,76561197995322437,2015,True,2
218620,imsojipper,2014,True,2
206420,76561198084542731,2015,True,1
47790,76561198084542731,2014,True,2
570,76561198103671881,2015,True,2
236110,mrpfresh,2014,True,0
346110,mrpfresh,2015,True,1
232790,mrpfresh,2014,True,1
440,GamerFag,2012,True,2
70,GamerFag,2011,True,1
420,GamerFag,2011,True,1
380,GamerFag,2011,True,2
220,GamerFag,2011,True,1
1250,GamerFag,2010,True,2
339230,EHS-R3AP3R,2015,False,1
349700,EHS-R3AP3R,2015,True,2
226700,EHS-R3AP3R,2013,True,2
209160,EHS-R3AP3R,2013,True,2
219990,chidori_647,2013,True,2
213670,chidori_647,2014,True,2
21100,chidori_647,2013,False,1
8190,chidori_647,2013,True,2
215470,chidori_647,2013,False,1
730,76561198092227136,2014,True,2
1250,76561198092227136,2014,True,1
4000,hellcat59,2014,True,2
401650,76561198007584361,2015,True,1
35450,tbimperator,2012,True,2
230410,Allahu_Akbar666,2015,True,2
304930,Allahu_Akbar666,2014,False,1
290020,ulramite,2014,True,2
248860,ulramite,2014,True,1
211820,ulramite,2014,True,2
226700,-GM-Dragon,2014,False,1
244850,-GM-Dragon,2015,True,2
298260,76561198054040292,2015,True,2
370240,76561198078799606,2015,False,1
730,76561198078799606,2015,True,2
233450,76561198078799606,2014,True,1
214420,I_DID_911_JUST_SAYING,2014,True,2
365670,I_DID_911_JUST_SAYING,2014,True,2
440,I_DID_911_JUST_SAYING,2014,True,2
4000,I_DID_911_JUST_SAYING,2014,True,2
221260,I_DID_911_JUST_SAYING,2013,True,2
369070,750805,2013,False,1
91310,750805,2013,False,1
218620,diabeticfuck,2015,True,2
419070,diabeticfuck,2015,True,1
333930,diabeticfuck,2015,False,1
287700,diabeticfuck,2015,True,1
302830,76561198054465623,2015,False,1
24240,76561198054465623,2014,True,2
39800,76561198054465623,2015,True,1
250600,76561198054465623,2014,True,1
105600,76561198054465623,2015,True,1
113020,76561198054465623,2014,True,2
440,aaropro,2014,True,2
221100,aaropro,2014,True,2
238960,abiam,2014,True,1
310370,FrankoWalker,2015,True,2
260410,FrankoWalker,2014,True,1
236390,FrankoWalker,2014,True,1
221100,LightfootSword7,2015,False,2
383870,LightfootSword7,2014,True,2
248820,SALTTHEW0UND,2015,True,1
730,SALTTHEW0UND,2014,True,2
550,SALTTHEW0UND,2014,True,2
204030,SALTTHEW0UND,2014,True,2
440,SALTTHEW0UND,2013,True,2
383080,SALTTHEW0UND,2015,True,2
304930,express157,2014,True,2
242760,76561198074644990,2015,True,1
207230,76561198074644990,2015,True,2
9180,76561198074644990,2013,False,1
730,76561198064304806,2015,True,1
10150,TomoeMamiewe,2014,True,1
4000,TomoeMamiewe,2014,True,1
214950,76561198057086148,2015,True,2
218620,Acidius99,2014,True,2
292030,Acidius99,2014,True,2
261640,Acidius99,2014,True,2
220240,Acidius99,2014,True,2
271290,Acidius99,2015,False,1
313740,acorn13,2014,True,2
34330,acorn13,2012,True,1
271590,acorn13,2015,True,2
570,adamcookie,2014,True,2
291550,AddzyTheBaddzy,2015,True,2
259080,AddzyTheBaddzy,2013,True,2
233250,mrfunkyjunkie,2014,True,2
256350,mrfunkyjunkie,2014,True,2
249380,mrfunkyjunkie,2015,True,2
275850,mradobe7,2014,False,2
337320,76561198167207237,2014,True,1
391540,76561198167207237,2015,True,1
265930,76561198167207237,2015,True,1
620,76561198167207237,2015,True,2
730,cancerkek,2015,True,1
10090,76561198073508075,2014,True,2
251570,76561198073508075,2014,True,1
218680,76561198073508075,2014,True,2
252490,76561198074323290,2013,False,2
251060,76561198074323290,2014,False,1
252490,76561198090899557,2014,False,1
22370,advenger95,2015,True,2
307690,advenger95,2015,True,2
72850,advenger95,2015,True,1
1250,EndAtHallow,2015,True,1
440,76561198063624801,2014,True,1
440,aeryal,2014,True,2
570,76561198070263209,2013,True,1
248610,76561198015968275,2015,True,1
208090,Agiegamma,2014,True,2
250340,76561198082614708,2014,True,2
244850,Agronoth,2014,True,2
221640,Agronoth,2015,True,2
104900,Agronoth,2015,True,2
105600,Agronoth,2015,True,2
9450,Agronoth,2015,False,2
262410,UnholyFallenAngel,2014,True,2
222940,UnholyFallenAngel,2015,True,2
221040,UnholyFallenAngel,2014,True,2
221100,76561198068565589,2014,True,1
286570,76561198068565589,2015,True,2
263440,76561198068565589,2014,False,1
4000,SlutOnTheSpit,2014,True,2
223710,WestyGaming,2014,True,1
317360,NaruseAiria,2014,True,1
108600,NaruseAiria,2015,True,2
259080,NaruseAiria,2013,True,2
208520,NaruseAiria,2013,True,2
239660,76561198067713802,2015,True,2
304930,76561198067713802,2015,True,2
730,76561198187212131,2014,True,2
495890,76561198044678148,2014,True,1
472680,76561198044678148,2014,True,2
4000,Alex680,2014,True,2
295270,alansiulun,2015,True,2
265930,alansiulun,2015,True,2
283920,Albolah,2015,True,1
440,Albolah,2015,True,2
294650,Albolah,2015,True,2
432020,76561198003056556,2013,False,2
233720,76561198003056556,2014,True,1
319630,maxpaynepillkiller,2014,True,2
12120,maxpaynepillkiller,2015,True,1
241930,maxpaynepillkiller,2014,True,2
428690,maxpaynepillkiller,2014,True,2
55230,maxpaynepillkiller,2015,True,2
243470,maxpaynepillkiller,2014,False,1
227860,AlexNoClutch,2015,False,1
218620,Alexwai04,2015,True,2
208090,76561198095481910,2014,True,1
730,76561198164545985,2014,True,2
228280,AlkalineDeath,2015,True,2
240760,AlkalineDeath,2014,True,2
226700,76561198075935236,2015,True,1
250900,76561198075935236,2015,True,2
35450,mintifreshbadger,2015,True,1
9900,AlpacaRevolution,2014,True,2
212680,AlpacaRevolution,2014,True,2
346110,AlpacaRevolution,2015,False,1
236370,AlphaBryn444,2014,True,2
381210,76561198071952798,2014,True,1
265930,76561198071952798,2014,False,1
218620,76561198071952798,2013,True,2
205100,76561198071952798,2013,True,2
570,76561198009001563,2014,True,1
271290,76561198016753953,2014,True,2
570,76561198016753953,2014,True,1
346010,smegmyfoodle,2015,True,2
239250,smegmyfoodle,2015,True,1
313120,76561198057869849,2015,True,2
211820,76561198058836921,2015,True,2
218620,lol_ursuchanoob,2014,True,1
12210,lol_ursuchanoob,2014,True,2
220240,lol_ursuchanoob,2014,True,1
17300,lol_ursuchanoob,2014,True,2
206440,AMV72,2013,True,2
209100,AMV72,2013,False,1
209000,AMV72,2013,True,2
218060,AMV72,2013,True,2
24240,AMV72,2012,True,1
440,76561198069170979,2015,True,2
224540,76561198085956238,2014,False,1
242860,76561198085956238,2014,False,1
47410,76561198085956238,2014,True,2
34330,76561198085956238,2014,False,1
730,76561198132540690,2015,True,2
220200,76561198132540690,2015,True,2
113020,711armageddoncarmageddon,2015,True,1
105600,711armageddoncarmageddon,2015,True,1
9480,711armageddoncarmageddon,2015,True,2
359870,76561198034868596,2014,True,2
22230,Andraison,2015,True,1
203770,76561198055790408,2013,True,2
550,76561198069560699,2013,True,2
259080,76561198069560699,2013,True,2
72850,76561198069560699,2013,True,2
8870,76561198069560699,2014,True,2
230410,76561198099625419,2014,True,1
200260,76561198099625419,2014,True,1
19900,76561198099625419,2013,True,2
241540,76561198099625419,2013,True,1
220,76561198099625419,2013,True,1
227940,76561198084032274,2014,False,1
236390,76561198084032274,2014,False,2
17390,Angrovar,2014,True,2
359320,Angrovar,2015,True,1
317360,AngryAinsley,2015,True,2
253030,AngryAinsley,2015,True,2
295110,AngryAinsley,2015,True,2
264710,AngryAinsley,2015,True,2
274310,uradumbtit,2014,True,1
4000,uradumbtit,2014,True,2
252470,76561198037038784,2014,True,0
730,IKillNoobsFirst,2015,True,2
344770,76561198037888300,2015,True,2
22380,1234865654,2014,True,1
440,76561198040925596,2014,True,2
9900,76561198084123358,2015,True,2
107410,Apachehavoc,2014,False,1
221640,ApexNZ,2014,True,2
202170,ApexNZ,2015,True,1
49520,ApexNZ,2014,True,1
245490,ApexNZ,2014,True,2
313120,ApexNZ,2015,True,2
113020,76561198039441595,2014,False,1
319510,76561198039441595,2015,False,1
20,76561198039441595,2014,False,1
209080,76561198039441595,2014,False,1
223470,76561198039441595,2014,False,2
417860,76561198039441595,2015,True,1
269250,76561198039441595,2015,True,2
313740,76561198039441595,2014,False,1
8190,76561198039441595,2014,True,1
377160,76561198036687918,2015,True,1
730,benjamin27,2015,True,1
244850,benjamin27,2014,True,2
212500,AppoGetsSuperAdmin,2015,True,1
570,AppoGetsSuperAdmin,2015,False,1
104900,AppoGetsSuperAdmin,2015,True,1
12160,76561198071475367,2014,True,2
219990,76561198049916759,2015,True,2
293260,76561198049916759,2015,True,2
219640,76561198065064829,2014,True,2
214420,XABLAUziitu,2015,False,2
105600,XABLAUziitu,2015,True,1
440,XABLAUziitu,2013,True,1
200210,XABLAUziitu,2013,True,1
218130,76561198012909706,2013,True,2
252490,dragonchief,2014,False,0
270210,76561198040530605,2013,True,2
386070,76561198040530605,2014,True,2
8930,76561198040530605,2014,True,2
330830,76561198040530605,2014,True,2
218230,76561198040530605,2014,True,2
104900,76561198040530605,2014,True,2
440,76561198040530605,2014,True,2
240,76561198040530605,2011,True,2
8980,76561197974500703,2012,True,2
31270,76561197974500703,2012,True,2
113200,76561197974500703,2012,True,2
8190,76561197974500703,2012,True,2
43000,76561197974500703,2012,True,2
18700,76561197974500703,2014,False,1
98800,76561197974500703,2011,True,1
107100,76561197974500703,2011,True,2
630,76561197974500703,2010,True,2
57300,76561197974500703,2010,True,1
213670,76561198047185525,2014,True,1
218620,76561198047185525,2014,True,1
226620,76561198047185525,2013,True,1
391540,sweep6060,2014,True,2
570,bilyitu,2014,True,1
730,bilyitu,2014,True,1
105600,76561198021244661,2015,True,2
209870,76561198088538797,2015,True,2
265630,deployablearchnagel,2014,True,1
401920,rotflmaoman,2015,True,2
33230,armouredmarshmallow,2014,True,2
239200,armouredmarshmallow,2014,True,2
440,armouredmarshmallow,2015,True,1
346900,armouredmarshmallow,2015,True,1
363970,armouredmarshmallow,2014,True,2
65790,armouredmarshmallow,2014,True,2
72850,armouredmarshmallow,2013,True,2
57300,armouredmarshmallow,2013,True,2
230410,armouredmarshmallow,2013,True,2
630,armouredmarshmallow,2015,True,2
70,76561198020928326,2014,True,1
8500,Array71,2014,False,1
244850,Array71,2014,True,2
221100,76561198039874575,2014,True,1
99900,arronlim13,2015,True,2
250900,ARTHERDUNGER10,2015,True,1
211820,Mackus1011,2013,True,2
380600,Mackus1011,2015,True,2
22380,Mackus1011,2015,True,2
252490,Mackus1011,2014,True,1
2450,76561198041877981,2014,False,1
241540,76561198041877981,2014,True,2
220200,ARZARNAR,2014,True,1
47780,darkmassieh,2014,True,2
377160,darkmassieh,2014,True,1
4000,darkmassieh,2014,True,2
107410,darkmassieh,2015,True,2
230190,darkmassieh,2015,True,1
435881,darkmassieh,2014,True,2
490650,darkmassieh,2013,True,1
391270,darkmassieh,2015,True,2
301520,darkmassieh,2015,True,1
227680,darkmassieh,2015,False,2
246420,asianturtlefrenzy,2015,True,2
