item_id,genres,year_release,release_date
70,Action,1998,1998-11-08
752360,Action,2016,2016-11-25
752360,Indie,2016,2016-11-25
752360,Rpg,2016,2016-11-25
520680,Casual,2018,2018-01-01
520680,Indie,2018,2018-01-01
520680,Strategy,2018,2018-01-01
690410,Action,2018,2018-01-01
766850,Casual,2018,2018-01-01
766850,Indie,2018,2018-01-01
766850,Simulation,2018,2018-01-01
413120,Action,2018,2018-01-01
413120,Casual,2018,2018-01-01
413120,Indie,2018,2018-01-01
413120,Massively multiplayer,2018,2018-01-01
413120,Simulation,2018,2018-01-01
413120,Sports,2018,2018-01-01
413120,Strategy,2018,2018-01-01
773120,Adventure,2017,2017-12-30
773120,Casual,2017,2017-12-30
773120,Indie,2017,2017-12-30
754360,Action,2018,2018-01-01
754360,Adventure,2018,2018-01-01
754360,Rpg,2018,2018-01-01
716110,Adventure,2018,2018-01-01
716110,Casual,2018,2018-01-01
716110,Indie,2018,2018-01-01
716110,Rpg,2018,2018-01-01
1640,Strategy,2006,2006-07-06
1630,Strategy,2006,2006-07-06
2400,Action,2006,2006-07-11
2400,Indie,2006,2006-07-11
2400,Rpg,2006,2006-07-11
662570,Strategy,2012,2012-10-16
381620,Indie,2017,2017-01-01
381620,Massively multiplayer,2017,2017-01-01
381620,Rpg,2017,2017-01-01
381620,Early access,2017,2017-01-01
759920,Action,2017,2017-12-29
759920,Indie,2017,2017-12-29
759920,Strategy,2017,2017-12-29
759920,Early access,2017,2017-12-29
659780,Action,2018,2018-03-30
659780,Adventure,2018,2018-03-30
659780,Indie,2018,2018-03-30
659780,Rpg,2018,2018-03-30
659780,Strategy,2018,2018-03-30
603280,Action,2017,2017-12-29
603280,Adventure,2017,2017-12-29
603280,Indie,2017,2017-12-29
603280,Rpg,2017,2017-12-29
753110,Casual,2017,2017-12-29
753110,Strategy,2017,2017-12-29
753110,Early access,2017,2017-12-29
753100,Action,2017,2017-12-29
753100,Indie,2017,2017-12-29
764280,Action,2017,2017-12-30
764280,Adventure,2017,2017-12-30
764280,Casual,2017,2017-12-30
758550,Adventure,2017,2017-12-29
758550,Casual,2017,2017-12-29
758550,Free to play,2017,2017-12-29
758550,Indie,2017,2017-12-29
3800,Action,2005,2005-08-09
1520,Indie,2006,2006-09-29
1520,Strategy,2006,2006-09-29
2420,Action,2006,2006-11-20
2420,Indie,2006,2006-11-20
2420,Rpg,2006,2006-11-20
4000,Indie,2006,2006-11-29
4000,Simulation,2006,2006-11-29
4230,Racing,2006,2006-11-24
4900,Casual,2006,2006-12-14
4900,Indie,2006,2006-12-14
2520,Casual,2006,2006-12-19
2520,Indie,2006,2006-12-19
6200,Strategy,2003,2003-08-23
6210,Strategy,2006,2006-12-21
6300,Adventure,2006,2006-04-17
6300,Rpg,2006,2006-04-17
2990,Racing,2006,2006-08-01
6220,Racing,2005,2005-07-12
6510,Action,2007,2007-06-26
6510,Adventure,2007,2007-06-26
3980,Strategy,2006,2006-07-24
1700,Rpg,2002,2002-11-12
6310,Action,2000,2000-11-17
6310,Adventure,2000,2000-11-17
6310,Rpg,2000,2000-11-17
3990,Strategy,2006,2006-07-24
7610,Strategy,2003,2003-10-23
7600,Strategy,2006,2006-10-16
7620,Strategy,1998,1998-10-31
2540,Casual,2007,2007-06-01
2540,Indie,2007,2007-06-01
7650,Strategy,1995,1995-04-01
8000,Action,2007,2007-06-05
8000,Adventure,2007,2007-06-05
6550,Action,2006,2006-05-23
8200,Action,2006,2006-10-17
8200,Adventure,2006,2006-10-17
2290,Action,1996,1996-06-17
2570,Indie,2007,2007-06-29
2570,Rpg,2007,2007-06-29
8210,Action,2006,2006-12-20
8210,Adventure,2006,2006-12-20
2280,Action,1995,1995-04-30
9160,Action,1995,1995-06-01
2300,Action,1994,1994-05-05
2270,Action,1994,1994-08-03
9010,Action,2001,2001-11-20
9040,Action,1997,1997-02-28
9000,Action,1993,1993-10-10
3810,Action,2003,2003-09-09
9030,Action,2007,2007-08-03
2310,Action,2007,2007-05-31
3230,Strategy,2007,2007-03-20
9310,Strategy,2006,2006-01-01
7670,Action,2007,2007-08-21
7670,Rpg,2007,2007-08-21
4570,Strategy,2006,2006-01-01
4580,Strategy,2006,2006-10-09
4760,Strategy,2004,2004-09-22
4770,Strategy,2006,2006-06-26
50970,Casual,2007,2007-12-14
12170,Action,1998,1998-06-30
12180,Action,1999,1999-10-25
12130,Action,2004,2004-04-20
12160,Racing,2003,2003-07-01
12150,Action,2003,2003-10-14
7000,Action,2006,2006-04-07
7000,Adventure,2006,2006-04-07
12140,Action,2001,2001-07-25
17480,Strategy,2008,2008-10-28
12500,Casual,2007,2007-10-10
12310,Rpg,2007,2007-10-23
12310,Casual,2007,2007-10-23
12310,Adventure,2007,2007-10-23
12510,Strategy,2007,2007-08-01
12530,Action,2007,2007-09-01
12530,Adventure,2007,2007-09-01
12530,Strategy,2007,2007-09-01
12520,Racing,2007,2007-12-03
8100,Action,2008,2008-02-08
2780,Action,2007,2007-05-08
9730,Simulation,2006,2006-02-21
9710,Action,2006,2006-05-02
9800,Action,2007,2007-10-16
9800,Adventure,2007,2007-10-16
9760,Action,2006,2006-05-30
2700,Simulation,2006,2006-10-26
2700,Strategy,2006,2006-10-26
2710,Action,2005,2005-03-14
13200,Action,2003,2003-02-03
13250,Action,1998,1998-04-30
13000,Casual,2008,2008-03-21
13000,Indie,2008,2008-03-21
13560,Action,2003,2003-02-18
13520,Action,2004,2004-03-23
13240,Action,2000,2000-10-25
13540,Action,2006,2006-12-12
15210,Simulation,2005,2005-03-15
16180,Casual,2008,2008-05-28
16180,Simulation,2008,2008-05-28
3520,Casual,2008,2008-06-04
15970,Casual,2008,2008-06-10
15950,Casual,2008,2008-06-10
15960,Casual,2008,2008-06-10
15900,Casual,2008,2008-06-10
15910,Casual,2005,2005-12-08
15930,Casual,2007,2007-11-13
15160,Simulation,2007,2007-11-13
15920,Casual,2005,2005-12-08
15080,Action,2007,2007-03-27
15080,Adventure,2007,2007-03-27
15200,Simulation,2007,2007-03-20
15320,Simulation,2006,2006-12-15
15240,Simulation,2008,2008-03-24
8310,Adventure,2005,2005-09-15
12600,Racing,2005,2005-07-02
8320,Adventure,2006,2006-04-12
12590,Racing,2008,2008-07-29
12560,Simulation,2007,2007-07-02
12540,Casual,2007,2007-08-08
11050,Adventure,2008,2008-05-20
10520,Sports,2008,2008-07-08
11040,Adventure,2008,2008-04-14
11040,Rpg,2008,2008-04-14
19500,Adventure,2008,2008-07-31
19500,Indie,2008,2008-07-31
11260,Simulation,2007,2007-05-25
11260,Strategy,2007,2007-05-25
19200,Action,2008,2008-08-21
19200,Indie,2008,2008-08-21
12360,Racing,2008,2008-08-19
15710,Adventure,1998,1998-11-17
15700,Adventure,1997,1997-12-12
8660,Racing,2008,2008-09-01
7770,Strategy,2001,2001-04-19
7660,Strategy,1997,1997-07-15
7760,Strategy,1993,1993-12-31
20510,Action,2008,2008-09-15
20510,Rpg,2008,2008-09-15
17330,Action,2008,2008-09-17
17300,Action,2007,2007-11-13
7730,Strategy,1998,1998-06-15
20900,Action,2008,2008-09-16
20900,Rpg,2008,2008-09-16
1530,Indie,2008,2008-09-19
8690,Racing,2008,2008-10-22
17120,Strategy,2008,2008-08-28
17120,Simulation,2008,2008-08-28
16810,Strategy,2008,2008-09-23
19830,Action,2003,2003-03-18
21000,Action,2008,2008-09-29
21000,Adventure,2008,2008-09-29
4460,Simulation,2008,2008-07-18
4460,Strategy,2008,2008-07-18
17140,Rpg,2008,2008-09-30
17140,Strategy,2008,2008-09-30
15390,Action,2008,2008-10-08
21300,Indie,2008,2008-08-31
21300,Casual,2008,2008-08-31
3050,Racing,2006,2006-12-01
15380,Strategy,2006,2006-11-14
19800,Action,2005,2005-10-04
15370,Strategy,2007,2007-10-16
19930,Strategy,2008,2008-04-18
15350,Casual,2007,2007-09-25
19810,Action,2002,2002-05-31
3540,Casual,2008,2008-10-15
22000,Indie,2008,2008-10-13
2820,Action,2008,2008-10-16
2820,Simulation,2008,2008-10-16
2820,Strategy,2008,2008-10-16
1230,Action,2008,2008-10-17
18300,Casual,2008,2008-10-20
18300,Indie,2008,2008-10-20
20200,Indie,2008,2008-10-21
20200,Casual,2008,2008-10-21
20200,Sports,2008,2008-10-21
12200,Action,2008,2008-10-21
12200,Adventure,2008,2008-10-21
19900,Action,2008,2008-10-22
11240,Action,2008,2008-10-23
11240,Indie,2008,2008-10-23
11240,Strategy,2008,2008-10-23
256522,Simulation,2009,2009-01-01
275144,Simulation,2009,2009-01-01
256521,Simulation,2009,2009-01-01
222569,Simulation,2009,2009-01-01
256535,Simulation,2009,2009-01-01
256611,Simulation,2009,2009-01-01
256576,Simulation,2009,2009-01-01
9480,Action,2009,2009-01-28
17470,Action,2008,2008-10-20
12770,Rpg,2008,2008-12-16
17410,Action,2009,2009-01-13
17410,Adventure,2009,2009-01-13
18500,Indie,2008,2008-12-08
18500,Strategy,2008,2008-12-08
16450,Action,2009,2009-02-12
15400,Strategy,2008,2008-03-05
15400,Indie,2008,2008-03-05
18600,Indie,2007,2007-07-04
18600,Strategy,2007,2007-07-04
11340,Action,2009,2009-03-19
11340,Indie,2009,2009-03-19
25830,Strategy,2005,2005-05-10
23460,Action,2009,2009-02-27
23460,Adventure,2009,2009-02-27
23460,Strategy,2009,2009-02-27
10600,Strategy,2009,2009-03-04
21010,Action,2009,2009-03-04
22180,Action,2007,2007-03-30
22180,Adventure,2007,2007-03-30
22180,Indie,2007,2007-03-30
13210,Action,2007,2007-11-19
12640,Rpg,2009,2009-02-27
21600,Casual,2009,2009-03-09
21600,Strategy,2009,2009-03-09
27020,Indie,2008,2008-03-21
27020,Simulation,2008,2008-03-21
24740,Racing,2009,2009-02-03
90047,Action,2009,2009-03-11
26000,Action,2009,2009-03-09
26000,Indie,2009,2009-03-09
26006,Action,2009,2009-03-16
26006,Indie,2009,2009-03-16
26005,Action,2009,2009-03-16
26005,Indie,2009,2009-03-16
11330,Casual,2009,2009-03-19
11330,Indie,2009,2009-03-19
27800,Indie,2009,2009-03-19
9850,Simulation,2009,2009-03-10
9850,Strategy,2009,2009-03-10
3600,Casual,2009,2009-04-15
29580,Rpg,2006,2006-10-27
29580,Massively multiplayer,2006,2006-10-27
29540,Rpg,2005,2005-04-28
29540,Massively multiplayer,2005,2005-04-28
29560,Rpg,2006,2006-04-28
29560,Massively multiplayer,2006,2006-04-28
29570,Massively multiplayer,2008,2008-09-25
29570,Rpg,2008,2008-09-25
23700,Casual,2009,2009-04-16
16060,Casual,2009,2009-04-29
1930,Rpg,2009,2009-04-30
18470,Strategy,2009,2009-04-30
7510,Action,2009,2009-02-10
7510,Adventure,2009,2009-02-10
7510,Rpg,2009,2009-02-10
22200,Action,2009,2009-04-21
22200,Indie,2009,2009-04-21
26007,Indie,2009,2009-04-29
25900,Rpg,2008,2008-09-23
25900,Strategy,2008,2008-09-23
16200,Casual,2009,2009-05-06
16200,Simulation,2009,2009-05-06
7840,Racing,2009,2009-05-06
8890,Rpg,2005,2005-03-08
8890,Strategy,2005,2005-03-08
8880,Rpg,2002,2002-03-26
8880,Strategy,2002,2002-03-26
34500,Indie,2009,2009-06-04
34500,Simulation,2009,2009-06-04
34500,Strategy,2009,2009-06-04
1280,Action,2009,2009-06-09
1280,Simulation,2009,2009-06-09
10150,Action,2009,2009-06-10
10150,Adventure,2009,2009-06-10
29160,Adventure,2009,2009-06-01
29160,Indie,2009,2009-06-01
12470,Strategy,2004,2004-04-30
22330,Rpg,2007,2007-09-11
22320,Rpg,2002,2002-04-29
12440,Adventure,2007,2007-05-18
32710,Simulation,1999,1999-09-01
32740,Simulation,1998,1998-09-07
12460,Strategy,2008,2008-09-15
21980,Action,2009,2009-06-30
31860,Adventure,2007,2007-10-01
31900,Adventure,2006,2006-10-01
31920,Adventure,2008,2008-07-01
31930,Adventure,2007,2007-07-01
35800,Casual,2008,2008-12-24
35800,Indie,2008,2008-12-24
12690,Simulation,2009,2009-07-07
12690,Sports,2009,2009-07-07
31170,Adventure,2009,2009-07-07
21660,Action,2009,2009-07-07
6080,Action,2007,2007-10-09
6080,Adventure,2007,2007-10-09
6080,Racing,2007,2007-10-09
6080,Simulation,2007,2007-10-09
6080,Strategy,2007,2007-10-09
6010,Adventure,1992,1992-06-01
6090,Action,2003,2003-12-02
6060,Action,2005,2005-11-01
32310,Adventure,1989,1989-07-01
32330,Action,2008,2008-06-03
32330,Adventure,2008,2008-06-03
32360,Adventure,2009,2009-07-15
35300,Strategy,2008,2008-11-20
35310,Action,2009,2009-06-02
35310,Racing,2009,2009-06-02
31980,Adventure,2009,2009-07-21
31990,Adventure,2009,2009-07-21
10140,Sports,2006,2006-12-20
10100,Adventure,2006,2006-09-01
10130,Action,2007,2007-10-30
10110,Adventure,2006,2006-09-01
1256,Action,2009,2009-07-24
10120,Action,2008,2008-06-04
10120,Casual,2008,2008-06-04
33520,Simulation,2009,2009-07-24
33520,Strategy,2009,2009-07-24
3610,Casual,2009,2009-07-27
21680,Action,2008,2008-08-14
21670,Action,2009,2009-07-28
21670,Adventure,2009,2009-07-28
21030,Action,2009,2009-07-29
36000,Action,2009,2009-08-04
36000,Indie,2009,2009-08-04
32370,Adventure,2003,2003-11-19
32370,Rpg,2003,2003-11-19
29180,Indie,2009,2009-08-18
29180,Casual,2009,2009-08-18
38410,Rpg,1998,1998-12-01
38420,Strategy,2001,2001-03-01
38430,Action,1999,1999-06-01
35050,Action,2009,2009-08-19
35050,Adventure,2009,2009-08-19
31180,Adventure,2009,2009-08-20
37960,Casual,2009,2009-08-24
38000,Casual,2009,2009-08-24
37400,Adventure,2009,2009-06-22
37400,Indie,2009,2009-06-22
13570,Action,2005,2005-03-29
11390,Action,2009,2009-08-27
11390,Racing,2009,2009-08-27
34420,Strategy,2009,2009-08-28
43100,Simulation,2009,2009-10-30
33730,Simulation,2009,2009-09-23
35000,Action,2009,2009-09-08
35000,Adventure,2009,2009-09-08
39392,Casual,2009,2009-09-23
39391,Casual,1999,1999-11-30
37600,Adventure,2009,2009-05-26
37600,Casual,2009,2009-05-26
37600,Indie,2009,2009-05-26
24029,Simulation,2009,2009-09-25
32140,Adventure,2009,2009-09-28
32140,Casual,2009,2009-09-28
31190,Adventure,2009,2009-09-07
32770,Action,2009,2009-08-18
208306,Simulation,2009,2009-10-01
37300,Simulation,2009,2009-09-30
208300,Simulation,2009,2009-10-01
40300,Rpg,2009,2009-10-30
35070,Casual,2009,2009-10-01
10606,Strategy,2009,2009-10-05
40700,Adventure,2009,2009-10-16
40700,Indie,2009,2009-10-16
24840,Action,2007,2007-09-04
24870,Racing,2009,2009-09-15
41500,Rpg,2009,2009-10-27
24800,Strategy,2009,2009-03-12
901735,Strategy,2009,2009-10-27
42800,Strategy,2009,2009-10-27
39560,Action,2009,2009-10-27
39550,Rpg,2009,2009-10-29
39550,Strategy,2009,2009-10-29
40330,Adventure,2009,2009-10-29
40320,Strategy,2009,2009-10-29
31200,Adventure,2009,2009-10-07
3130,Strategy,2009,2009-11-01
41100,Action,2009,2009-09-19
41100,Indie,2009,2009-09-19
39540,Action,2009,2009-11-03
39540,Rpg,2009,2009-11-03
34640,Strategy,2005,2005-03-03
34630,Strategy,2003,2003-10-28
41000,Action,2009,2009-11-24
41000,Indie,2009,2009-11-24
40340,Adventure,2009,2009-10-29
17450,Rpg,2009,2009-11-06
37100,Action,2009,2009-05-07
37100,Rpg,2009,2009-05-07
37100,Indie,2009,2009-05-07
37500,Indie,2009,2009-11-05
37500,Casual,2009,2009-11-05
42810,Strategy,2009,2009-11-11
10180,Action,2009,2009-11-12
32440,Adventure,2009,2009-11-12
11450,Rpg,2007,2007-06-26
12710,Rpg,2008,2008-02-15
24790,Strategy,2007,2007-03-28
29120,Indie,2008,2008-07-23
29120,Casual,2008,2008-07-23
24810,Strategy,2009,2009-11-13
41800,Indie,2009,2009-11-16
41800,Simulation,2009,2009-11-16
41800,Strategy,2009,2009-11-16
45300,Simulation,2009,2009-12-25
41900,Action,2005,2005-06-17
41900,Adventure,2005,2005-06-17
41900,Rpg,2005,2005-06-17
35420,Action,2009,2009-10-22
32430,Action,2009,2009-11-03
22370,Rpg,2009,2009-10-13
41802,Strategy,2009,2009-12-16
41802,Indie,2009,2009-12-16
41802,Simulation,2009,2009-12-16
38080,Simulation,2007,2007-10-02
38090,Simulation,2008,2008-04-29
38100,Simulation,2009,2009-01-24
38070,Casual,2009,2009-12-17
38070,Simulation,2009,2009-12-17
38210,Casual,2009,2009-12-17
45700,Action,2008,2008-07-08
45700,Adventure,2008,2008-07-08
46410,Action,2010,2010-03-17
46410,Indie,2010,2010-03-17
46410,Rpg,2010,2010-03-17
38110,Simulation,2009,2009-08-12
17570,Action,2010,2010-02-12
17570,Free to play,2010,2010-02-12
17570,Indie,2010,2010-02-12
38130,Casual,2008,2008-08-27
38160,Casual,2010,2010-01-06
38150,Casual,2009,2009-09-11
38120,Casual,2007,2007-12-07
38140,Casual,2009,2009-02-18
36300,Casual,2010,2010-02-16
36310,Strategy,2010,2010-02-16
36310,Casual,2010,2010-02-16
36320,Adventure,2010,2010-02-16
36320,Casual,2010,2010-02-16
37030,Strategy,2010,2010-02-17
32450,Adventure,2010,2010-02-18
34180,Sports,2010,2010-02-18
44100,Action,2010,2010-02-18
44100,Indie,2010,2010-02-18
44100,Racing,2010,2010-02-18
25960,Strategy,2010,2010-02-18
46250,Action,2010,2010-02-19
38180,Casual,2007,2007-12-01
10695,Action,2010,2010-03-18
41050,Action,2001,2001-03-21
41050,Indie,2001,2001-03-21
24055,Simulation,2010,2010-03-19
48700,Action,2010,2010-03-31
48700,Rpg,2010,2010-03-31
39900,Action,2010,2010-03-26
49900,Action,2010,2010-04-05
49900,Indie,2010,2010-04-05
42120,Action,2010,2010-04-08
12220,Action,2010,2010-04-12
45730,Action,2010,2010-04-12
45730,Adventure,2010,2010-04-12
45400,Indie,2010,2010-04-14
49600,Action,2010,2010-04-15
49600,Casual,2010,2010-04-15
49600,Indie,2010,2010-04-15
901399,Adventure,2010,2010-04-15
43500,Simulation,2010,2010-04-19
43500,Strategy,2010,2010-04-19
45302,Simulation,2010,2010-04-19
40930,Adventure,2010,2010-04-20
40930,Indie,2010,2010-04-20
39640,Action,2003,2003-08-19
39630,Action,2001,2001-11-30
23150,Casual,2010,2010-04-20
23150,Indie,2010,2010-04-20
50940,Casual,2006,2006-07-19
50920,Casual,2008,2008-06-19
50920,Indie,2008,2008-06-19
34178,Strategy,2010,2010-05-05
37340,Casual,2008,2008-12-31
37390,Casual,2009,2009-09-24
37310,Casual,2009,2009-07-27
37360,Casual,2007,2007-10-19
49000,Casual,2009,2009-12-24
37330,Casual,2010,2010-03-19
37320,Casual,2008,2008-02-11
37370,Casual,2007,2007-12-31
37380,Casual,2009,2009-12-21
19080,Action,2010,2010-05-07
19080,Adventure,2010,2010-05-07
19080,Casual,2010,2010-05-07
31700,Action,2008,2008-12-05
31700,Indie,2008,2008-12-05
19030,Action,2010,2010-05-11
19030,Adventure,2010,2010-05-11
50820,Indie,2010,2010-05-12
49800,Action,2010,2010-05-12
49800,Indie,2010,2010-05-12
33650,Casual,2010,2010-05-28
901478,Action,2010,2010-06-08
901478,Adventure,2010,2010-06-08
33660,Casual,2010,2010-05-28
33660,Indie,2010,2010-05-28
34281,Action,2010,2010-06-01
34272,Action,2010,2010-06-01
34270,Action,2010,2010-06-01
34270,Adventure,2010,2010-06-01
34270,Casual,2010,2010-06-01
34270,Rpg,2010,2010-06-01
34276,Action,2010,2010-06-01
34274,Action,2010,2010-06-01
34275,Strategy,2010,2010-06-01
34277,Action,2010,2010-06-01
34273,Action,2010,2010-06-01
34280,Action,2010,2010-06-01
34282,Action,2010,2010-06-01
34279,Action,2010,2010-06-01
34010,Action,2010,2010-06-01
34010,Rpg,2010,2010-06-01
22610,Action,2010,2010-06-03
22440,Rpg,2010,2010-07-16
18508,Strategy,2010,2010-06-02
18508,Indie,2010,2010-06-02
22430,Rpg,2010,2010-07-16
22410,Rpg,2010,2010-07-16
22420,Rpg,2010,2010-07-16
630,Action,2010,2010-07-19
22400,Rpg,2010,2010-07-16
24780,Simulation,2003,2003-09-22
24780,Strategy,2003,2003-09-22
33670,Strategy,2010,2010-07-16
33670,Rpg,2010,2010-07-16
40420,Casual,2010,2010-07-16
40420,Indie,2010,2010-07-16
34920,Action,2010,2010-07-19
34920,Casual,2010,2010-07-19
34920,Indie,2010,2010-07-19
48136,Strategy,2010,2010-07-21
46720,Rpg,2008,2008-12-08
28000,Action,2010,2010-08-17
39680,Simulation,2010,2010-07-28
39680,Strategy,2010,2010-07-28
25962,Strategy,2010,2010-07-26
24634,Simulation,2010,2010-08-06
63900,Strategy,2010,2010-08-06
50130,Action,2011,2011-03-22
24075,Simulation,2010,2010-08-06
47540,Rpg,2010,2010-08-12
47540,Casual,2010,2010-08-12
50510,Action,2010,2010-08-12
25760,Indie,2010,2010-08-16
25763,Indie,2010,2010-08-16
25762,Indie,2010,2010-08-16
25764,Indie,2010,2010-08-16
42980,Strategy,2010,2010-08-20
48800,Simulation,2010,2010-08-27
22600,Strategy,2010,2010-08-26
46770,Indie,2010,2010-06-22
46770,Simulation,2010,2010-06-22
46770,Strategy,2010,2010-06-22
65700,Action,2010,2010-08-27
65700,Simulation,2010,2010-08-27
65700,Strategy,2010,2010-08-27
42960,Strategy,2010,2010-08-30
25761,Indie,2010,2010-08-16
28010,Action,2010,2010-08-31
28012,Action,2010,2010-08-31
24640,Simulation,2010,2010-09-01
28011,Action,2010,2010-08-31
4850,Strategy,2002,2002-11-01
57640,Adventure,2010,2010-09-02
62100,Casual,2010,2010-09-06
50145,Action,2010,2010-09-06
34841,Action,2010,2010-09-08
70300,Action,2010,2010-09-07
70300,Indie,2010,2010-09-07
48137,Strategy,2010,2010-09-08
57300,Action,2010,2010-09-08
57300,Adventure,2010,2010-09-08
57300,Indie,2010,2010-09-08
70400,Rpg,2010,2010-09-10
70400,Indie,2010,2010-09-10
46600,Action,2010,2010-08-19
46600,Casual,2010,2010-08-19
46600,Indie,2010,2010-08-19
34314,Action,2010,2010-09-13
34314,Simulation,2010,2010-09-13
34310,Action,2010,2010-09-13
70100,Simulation,2010,2010-09-14
70110,Indie,2010,2010-09-14
70110,Simulation,2010,2010-09-14
38600,Casual,2010,2010-09-17
38600,Indie,2010,2010-09-17
57620,Strategy,2010,2010-09-17
34284,Action,2010,2010-09-13
63910,Rpg,2010,2010-09-17
63910,Strategy,2010,2010-09-17
24082,Simulation,2010,2010-09-17
8930,Strategy,2010,2010-09-21
49310,Strategy,2010,2010-09-21
41060,Action,2002,2002-02-05
41060,Indie,2002,2002-02-05
70900,Indie,2010,2010-09-20
70900,Strategy,2010,2010-09-20
9940,Action,2010,2010-09-22
9940,Adventure,2010,2010-09-22
22650,Action,2010,2010-09-22
901553,Action,2010,2010-09-23
50620,Action,2010,2010-09-23
50620,Adventure,2010,2010-09-23
2840,Simulation,1999,1999-07-01
2840,Strategy,1999,1999-07-01
42920,Strategy,2010,2010-10-08
29700,Action,2007,2007-08-31
29700,Rpg,2007,2007-08-31
29700,Massively multiplayer,2007,2007-08-31
2850,Simulation,2000,2000-06-01
2850,Strategy,2000,2000-06-01
61510,Rpg,2010,2010-10-01
61510,Strategy,2010,2010-10-01
70200,Adventure,2010,2010-10-11
70200,Casual,2010,2010-10-11
70200,Simulation,2010,2010-10-11
70210,Adventure,2010,2010-10-11
70210,Casual,2010,2010-10-11
70210,Indie,2010,2010-10-11
70210,Simulation,2010,2010-10-11
61520,Rpg,2010,2010-10-01
61520,Strategy,2010,2010-10-01
61500,Rpg,2010,2010-10-01
61500,Strategy,2010,2010-10-01
47790,Action,2010,2010-10-12
46450,Indie,2010,2010-10-15
46450,Rpg,2010,2010-10-15
46450,Strategy,2010,2010-10-15
45750,Action,2010,2010-10-15
45750,Adventure,2010,2010-10-15
57800,Adventure,2010,2010-10-15
57800,Casual,2010,2010-10-15
57800,Indie,2010,2010-10-15
22380,Action,2010,2010-10-19
22380,Rpg,2010,2010-10-19
67000,Action,2010,2010-10-15
67000,Casual,2010,2010-10-15
67000,Indie,2010,2010-10-15
80300,Adventure,2010,2010-10-22
80300,Indie,2010,2010-10-22
50000,Indie,2010,2010-10-25
50000,Racing,2010,2010-10-25
16868,Strategy,2010,2010-10-25
18040,Action,2010,2010-10-25
18040,Indie,2010,2010-10-25
18040,Rpg,2010,2010-10-25
71115,Action,2010,2010-10-26
71115,Simulation,2010,2010-10-26
34317,Casual,2010,2010-10-26
71114,Rpg,2010,2010-10-26
71112,Action,2010,2010-10-26
71113,Action,2010,2010-10-26
71113,Adventure,2010,2010-10-26
34319,Adventure,2010,2010-10-26
34316,Action,2010,2010-10-26
34315,Action,2010,2010-10-26
6120,Action,2010,2010-10-25
6120,Indie,2010,2010-10-25
35460,Action,2010,2010-10-26
35460,Adventure,2010,2010-10-26
35460,Indie,2010,2010-10-26
32500,Action,2010,2010-10-26
62000,Action,2010,2010-11-18
62000,Casual,2010,2010-11-18
