item_id,genres,year_release,tags
2400,Indie,2006,Card Game
2400,Rpg,2006,Card Game
662570,Strategy,2012,Card Game
381620,Indie,2017,Indie
381620,Massively multiplayer,2017,Indie
381620,Rpg,2017,Indie
381620,Early access,2017,Indie
759920,Action,2017,Indie
759920,Indie,2017,Indie
759920,Strategy,2017,Indie
759920,Early access,2017,Indie
659780,Action,2018,RPG
659780,Adventure,2018,RPG
659780,Indie,2018,RPG
659780,Rpg,2018,RPG
659780,Strategy,2018,RPG
603280,Action,2017,RPG
603280,Adventure,2017,RPG
603280,Indie,2017,RPG
603280,Rpg,2017,RPG
753110,Casual,2017,Destruction
753110,Strategy,2017,Destruction
753110,Early access,2017,Destruction
753100,Action,2017,Singleplayer
753100,Indie,2017,Singleplayer
764280,Action,2017,Indie
764280,Adventure,2017,Indie
764280,Casual,2017,Indie
758550,Adventure,2017,Puzzle-Platformer
758550,Casual,2017,Puzzle-Platformer
758550,Free to play,2017,Puzzle-Platformer
758550,Indie,2017,Puzzle-Platformer
3800,Action,2005,Violent
1520,Indie,2006,Indie
1520,Strategy,2006,Indie
2420,Action,2006,Turn-Based Strategy
2420,Indie,2006,Turn-Based Strategy
2420,Rpg,2006,Turn-Based Strategy
4000,Indie,2006,Strategy
4000,Simulation,2006,Strategy
4230,Racing,2006,Co-op
4900,Casual,2006,Arcade
4900,Indie,2006,Arcade
2520,Casual,2006,Casual
2520,Indie,2006,Casual
6200,Strategy,2003,Multiplayer
6210,Strategy,2006,Classic
6300,Adventure,2006,Arcade
6300,Rpg,2006,Arcade
2990,Racing,2006,Action
6220,Racing,2005,Multiplayer
6510,Action,2007,Arcade
6510,Adventure,2007,Arcade
3980,Strategy,2006,Base Building
1700,Rpg,2002,Sports
6310,Action,2000,Casual
6310,Adventure,2000,Casual
6310,Rpg,2000,Casual
3990,Strategy,2006,Building
7610,Strategy,2003,Level Editor
7600,Strategy,2006,Adventure
7620,Strategy,1998,Controller
2540,Casual,2007,Indie
2540,Indie,2007,Indie
7650,Strategy,1995,Sci-fi
8000,Action,2007,Cyberpunk
8000,Adventure,2007,Cyberpunk
6550,Action,2006,Dark
8200,Action,2006,Shooter
8200,Adventure,2006,Shooter
2290,Action,1996,Casual
2570,Indie,2007,Strategy
2570,Rpg,2007,Strategy
8210,Action,2006,Singleplayer
8210,Adventure,2006,Singleplayer
2280,Action,1995,RPG
9160,Action,1995,Strategy
2300,Action,1994,Indie
2270,Action,1994,Funny
9010,Action,2001,Short
9040,Action,1997,Indie
9000,Action,1993,FPS
3810,Action,2003,Experience
9030,Action,2007,Story Rich
2310,Action,2007,Strategy
3230,Strategy,2007,Action
9310,Strategy,2006,Tactical
7670,Action,2007,FPS
7670,Rpg,2007,FPS
4570,Strategy,2006,Shooter
4580,Strategy,2006,Animation & Modeling
4760,Strategy,2004,Shooter
4770,Strategy,2006,Multiplayer
50970,Casual,2007,Action
12170,Action,1998,Building
12180,Action,1999,Flight
12130,Action,2004,Sandbox
12160,Racing,2003,2D
12150,Action,2003,Simulation
7000,Action,2006,Third Person
7000,Adventure,2006,Third Person
12140,Action,2001,Moddable
17480,Strategy,2008,Local Co-Op
12500,Casual,2007,Spectacle fighter
12310,Rpg,2007,Parody
12310,Casual,2007,Parody
12310,Adventure,2007,Parody
12510,Strategy,2007,Fantasy
12530,Action,2007,RPG
12530,Adventure,2007,RPG
12530,Strategy,2007,RPG
12520,Racing,2007,Action
8100,Action,2008,Controller
2780,Action,2007,Action
9730,Simulation,2006,Action
9710,Action,2006,Management
9800,Action,2007,Racing
9800,Adventure,2007,Racing
9760,Action,2006,Management
2700,Simulation,2006,Strategy
2700,Strategy,2006,Strategy
2710,Action,2005,Casual
13200,Action,2003,Memes
13250,Action,1998,Comedy
13000,Casual,2008,Free to Play
13000,Indie,2008,Free to Play
13560,Action,2003,Sandbox
13520,Action,2004,Funny
13240,Action,2000,Adventure
13540,Action,2006,RPG
15210,Simulation,2005,Strategy
16180,Casual,2008,Simulation
16180,Simulation,2008,Simulation
3520,Casual,2008,Simulation
15970,Casual,2008,Singleplayer
15950,Casual,2008,Casual
15960,Casual,2008,Match 3
15900,Casual,2008,Puzzle
15910,Casual,2005,Fantasy
15930,Casual,2007,Indie
15160,Simulation,2007,Shooter
15920,Casual,2005,Singleplayer
15080,Action,2007,Classic
15080,Adventure,2007,Classic
15200,Simulation,2007,Twin Stick Shooter
15320,Simulation,2006,Top-Down
15240,Simulation,2008,RPG
8310,Adventure,2005,First-Person
12600,Racing,2005,Medieval
8320,Adventure,2006,Singleplayer
12590,Racing,2008,Pirates
12560,Simulation,2007,Free to Play
12540,Casual,2007,Atmospheric
11050,Adventure,2008,Stylized
10520,Sports,2008,Classic
11040,Adventure,2008,Hand-drawn
11040,Rpg,2008,Hand-drawn
19500,Adventure,2008,Adventure
19500,Indie,2008,Adventure
11260,Simulation,2007,RTS
11260,Strategy,2007,RTS
19200,Action,2008,Shoot 'Em Up
19200,Indie,2008,Shoot 'Em Up
12360,Racing,2008,Sci-fi
15710,Adventure,1998,Strategy
15700,Adventure,1997,Nudity
8660,Racing,2008,Atmospheric
7770,Strategy,2001,Simulation
7660,Strategy,1997,Shooter
7760,Strategy,1993,Simulation
20510,Action,2008,Fast-Paced
20510,Rpg,2008,Fast-Paced
17330,Action,2008,4X
17300,Action,2007,TrackIR
7730,Strategy,1998,Sci-fi
20900,Action,2008,Indie
20900,Rpg,2008,Indie
1530,Indie,2008,Physics
8690,Racing,2008,War
17120,Strategy,2008,Puzzle
17120,Simulation,2008,Puzzle
16810,Strategy,2008,Survival
19830,Action,2003,Simulation
21000,Action,2008,Point & Click
21000,Adventure,2008,Point & Click
4460,Simulation,2008,Comedy
4460,Strategy,2008,Comedy
17140,Rpg,2008,Cute
17140,Strategy,2008,Cute
15390,Action,2008,Strategy
21300,Indie,2008,Co-op
21300,Casual,2008,Co-op
3050,Racing,2006,RPG
15380,Strategy,2006,Third-Person Shooter
19800,Action,2005,2D
15370,Strategy,2007,Team-Based
19930,Strategy,2008,Adventure
15350,Casual,2007,Class-Based
19810,Action,2002,Pixel Graphics
3540,Casual,2008,RPG
22000,Indie,2008,Inventory Management
2820,Action,2008,Strategy
2820,Simulation,2008,Strategy
2820,Strategy,2008,Strategy
1230,Action,2008,Simulation
18300,Casual,2008,Turn-Based
18300,Indie,2008,Turn-Based
20200,Indie,2008,Controller
20200,Casual,2008,Controller
20200,Sports,2008,Controller
12200,Action,2008,Singleplayer
12200,Adventure,2008,Singleplayer
19900,Action,2008,Casual
11240,Action,2008,Economy
11240,Indie,2008,Economy
11240,Strategy,2008,Economy
256522,Simulation,2009,Indie
275144,Simulation,2009,Co-op
256521,Simulation,2009,Indie
222569,Simulation,2009,Indie
256535,Simulation,2009,Co-op
256611,Simulation,2009,Early Access
256576,Simulation,2009,Anime
9480,Action,2009,Flight
17470,Action,2008,Split Screen
12770,Rpg,2008,RPG
17410,Action,2009,FPS
17410,Adventure,2009,FPS
18500,Indie,2008,Indie
18500,Strategy,2008,Indie
16450,Action,2009,Sandbox
15400,Strategy,2008,Adventure
15400,Indie,2008,Adventure
18600,Indie,2007,Singleplayer
18600,Strategy,2007,Singleplayer
11340,Action,2009,War
11340,Indie,2009,War
25830,Strategy,2005,Character Customization
23460,Action,2009,Grand Strategy
23460,Adventure,2009,Grand Strategy
23460,Strategy,2009,Grand Strategy
10600,Strategy,2009,Co-op
21010,Action,2009,Casual
22180,Action,2007,Real-Time with Pause
22180,Adventure,2007,Real-Time with Pause
22180,Indie,2007,Real-Time with Pause
13210,Action,2007,RPG
12640,Rpg,2009,FPS
21600,Casual,2009,Fast-Paced
21600,Strategy,2009,Fast-Paced
27020,Indie,2008,Tower Defense
27020,Simulation,2008,Tower Defense
24740,Racing,2009,Action
90047,Action,2009,Indie
26000,Action,2009,Action
26000,Indie,2009,Action
26006,Action,2009,Multiplayer
26006,Indie,2009,Multiplayer
26005,Action,2009,Multiplayer
26005,Indie,2009,Multiplayer
11330,Casual,2009,Adventure
11330,Indie,2009,Adventure
27800,Indie,2009,Platformer
9850,Simulation,2009,Classic
9850,Strategy,2009,Classic
3600,Casual,2009,Hunting
29580,Rpg,2006,Indie
29580,Massively multiplayer,2006,Indie
29540,Rpg,2005,Dystopian
29540,Massively multiplayer,2005,Dystopian
29560,Rpg,2006,Cyberpunk
29560,Massively multiplayer,2006,Cyberpunk
29570,Massively multiplayer,2008,Action
29570,Rpg,2008,Action
23700,Casual,2009,Historical
16060,Casual,2009,Multiplayer
1930,Rpg,2009,Sports
18470,Strategy,2009,Character Customization
7510,Action,2009,Adventure
7510,Adventure,2009,Adventure
7510,Rpg,2009,Adventure
22200,Action,2009,Strategy
22200,Indie,2009,Strategy
26007,Indie,2009,Multiplayer
25900,Rpg,2008,Massively Multiplayer
25900,Strategy,2008,Massively Multiplayer
16200,Casual,2009,Indie
16200,Simulation,2009,Indie
7840,Racing,2009,Horror
8890,Rpg,2005,Fantasy
8890,Strategy,2005,Fantasy
8880,Rpg,2002,Adventure
8880,Strategy,2002,Adventure
34500,Indie,2009,Moddable
34500,Simulation,2009,Moddable
34500,Strategy,2009,Moddable
1280,Action,2009,Simulation
1280,Simulation,2009,Simulation
10150,Action,2009,Action
10150,Adventure,2009,Action
29160,Adventure,2009,Multiplayer
29160,Indie,2009,Multiplayer
12470,Strategy,2004,Beat 'em up
22330,Rpg,2007,Difficult
22320,Rpg,2002,Rhythm
12440,Adventure,2007,Simulation
32710,Simulation,1999,Character Customization
32740,Simulation,1998,Beat 'em up
12460,Strategy,2008,Adventure
21980,Action,2009,Dark Fantasy
31860,Adventure,2007,Singleplayer
31900,Adventure,2006,Funny
31920,Adventure,2008,JRPG
31930,Adventure,2007,Quick-Time Events
35800,Casual,2008,Gore
35800,Indie,2008,Gore
12690,Simulation,2009,Historical
12690,Sports,2009,Historical
31170,Adventure,2009,Political
21660,Action,2009,Simulation
6080,Action,2007,RTS
6080,Adventure,2007,RTS
6080,Racing,2007,RTS
6080,Simulation,2007,RTS
6080,Strategy,2007,RTS
6010,Adventure,1992,Adventure
6090,Action,2003,Real-Time with Pause
6060,Action,2005,Stealth
32310,Adventure,1989,Action
32330,Action,2008,Co-op
32330,Adventure,2008,Co-op
32360,Adventure,2009,Shooter
35300,Strategy,2008,Indie
35310,Action,2009,2D
35310,Racing,2009,2D
31980,Adventure,2009,Short
31990,Adventure,2009,Turn-Based Strategy
10140,Sports,2006,Strategy
10100,Adventure,2006,Classic
10130,Action,2007,Strategy
10110,Adventure,2006,Space
1256,Action,2009,Free to Play
10120,Action,2008,Action
10120,Casual,2008,Action
33520,Simulation,2009,Action
33520,Strategy,2009,Action
3610,Casual,2009,Early Access
21680,Action,2008,Simulation
21670,Action,2009,Comedy
21670,Adventure,2009,Comedy
21030,Action,2009,Action
36000,Action,2009,Tactical
36000,Indie,2009,Tactical
32370,Adventure,2003,Action
32370,Rpg,2003,Action
29180,Indie,2009,Massively Multiplayer
29180,Casual,2009,Massively Multiplayer
38410,Rpg,1998,Adventure
38420,Strategy,2001,Action
38430,Action,1999,Massively Multiplayer
35050,Action,2009,Co-op
35050,Adventure,2009,Co-op
31180,Adventure,2009,Politics
37960,Casual,2009,Perma Death
38000,Casual,2009,2D
37400,Adventure,2009,RPG
37400,Indie,2009,RPG
13570,Action,2005,Moddable
11390,Action,2009,Action
11390,Racing,2009,Action
34420,Strategy,2009,Open World
43100,Simulation,2009,Indie
33730,Simulation,2009,Crime
35000,Action,2009,Platformer
35000,Adventure,2009,Platformer
39392,Casual,2009,Singleplayer
39391,Casual,1999,Singleplayer
37600,Adventure,2009,Perma Death
37600,Casual,2009,Perma Death
37600,Indie,2009,Perma Death
24029,Simulation,2009,Singleplayer
32140,Adventure,2009,Indie
32140,Casual,2009,Indie
31190,Adventure,2009,Strategy
32770,Action,2009,Open World
208306,Simulation,2009,MOBA
37300,Simulation,2009,Atmospheric
208300,Simulation,2009,Co-op
40300,Rpg,2009,RPG
35070,Casual,2009,Online Co-Op
10606,Strategy,2009,Cute
40700,Adventure,2009,Simulation
40700,Indie,2009,Simulation
24840,Action,2007,Futuristic
24870,Racing,2009,Open World
41500,Rpg,2009,Shooter
24800,Strategy,2009,Female Protagonist
901735,Strategy,2009,Casual
42800,Strategy,2009,Third Person
39560,Action,2009,Singleplayer
39550,Rpg,2009,Strategy
39550,Strategy,2009,Strategy
40330,Adventure,2009,Fantasy
40320,Strategy,2009,Hack and Slash
31200,Adventure,2009,Turn-Based
3130,Strategy,2009,Classic
41100,Action,2009,Action
41100,Indie,2009,Action
39540,Action,2009,Puzzle
39540,Rpg,2009,Puzzle
34640,Strategy,2005,Local Co-Op
34630,Strategy,2003,Online Co-Op
41000,Action,2009,Visual Novel
41000,Indie,2009,Visual Novel
40340,Adventure,2009,Retro
17450,Rpg,2009,Multiplayer
37100,Action,2009,Historical
37100,Rpg,2009,Historical
37100,Indie,2009,Historical
37500,Indie,2009,MMORPG
37500,Casual,2009,MMORPG
42810,Strategy,2009,Singleplayer
10180,Action,2009,4 Player Local
32440,Adventure,2009,Action
11450,Rpg,2007,Gore
12710,Rpg,2008,PvP
24790,Strategy,2007,Online Co-Op
29120,Indie,2008,2D
29120,Casual,2008,2D
24810,Strategy,2009,Singleplayer
41800,Indie,2009,Action
41800,Simulation,2009,Action
41800,Strategy,2009,Action
45300,Simulation,2009,Casual
41900,Action,2005,Vampire
41900,Adventure,2005,Vampire
41900,Rpg,2005,Vampire
35420,Action,2009,Action RPG
32430,Action,2009,Strategy
22370,Rpg,2009,2D
41802,Strategy,2009,Action
41802,Indie,2009,Action
41802,Simulation,2009,Action
38080,Simulation,2007,Adventure
38090,Simulation,2008,Action
38100,Simulation,2009,Local Co-Op
38070,Casual,2009,Indie
38070,Simulation,2009,Indie
38210,Casual,2009,Difficult
45700,Action,2008,Third-Person Shooter
45700,Adventure,2008,Third-Person Shooter
46410,Action,2010,Action
46410,Indie,2010,Action
46410,Rpg,2010,Action
38110,Simulation,2009,Action
17570,Action,2010,Indie
17570,Free to play,2010,Indie
17570,Indie,2010,Indie
38130,Casual,2008,Local Multiplayer
38160,Casual,2010,Local Co-Op
38150,Casual,2009,Difficult
38120,Casual,2007,Funny
38140,Casual,2009,Family Friendly
36300,Casual,2010,Remake
36310,Strategy,2010,Turn-Based Strategy
36310,Casual,2010,Turn-Based Strategy
36320,Adventure,2010,RPG
36320,Casual,2010,RPG
37030,Strategy,2010,Grand Strategy
32450,Adventure,2010,Strategy
34180,Sports,2010,Indie
44100,Action,2010,Singleplayer
44100,Indie,2010,Singleplayer
44100,Racing,2010,Singleplayer
25960,Strategy,2010,Online Co-Op
46250,Action,2010,Fantasy
38180,Casual,2007,Funny
10695,Action,2010,Simulation
41050,Action,2001,Tower Defense
41050,Indie,2001,Tower Defense
24055,Simulation,2010,Funny
48700,Action,2010,Strategy
48700,Rpg,2010,Strategy
39900,Action,2010,Action
49900,Action,2010,Shooter
49900,Indie,2010,Shooter
42120,Action,2010,Strategy
12220,Action,2010,Fantasy
45730,Action,2010,Action
45730,Adventure,2010,Action
45400,Indie,2010,Action
49600,Action,2010,Simulation
49600,Casual,2010,Simulation
49600,Indie,2010,Simulation
901399,Adventure,2010,Point & Click
43500,Simulation,2010,Multiplayer
43500,Strategy,2010,Multiplayer
45302,Simulation,2010,Bullet Hell
40930,Adventure,2010,Transhumanism
40930,Indie,2010,Transhumanism
39640,Action,2003,Pixel Graphics
39630,Action,2001,Family Friendly
23150,Casual,2010,Singleplayer
23150,Indie,2010,Singleplayer
50940,Casual,2006,Massively Multiplayer
50920,Casual,2008,First-Person
50920,Indie,2008,First-Person
34178,Strategy,2010,RPG
37340,Casual,2008,Dark
37390,Casual,2009,RPG
37310,Casual,2009,Psychological Horror
37360,Casual,2007,Survival Horror
49000,Casual,2009,Online Co-Op
37330,Casual,2010,Mystery
37320,Casual,2008,Great Soundtrack
37370,Casual,2007,Survival
37380,Casual,2009,Action
19080,Action,2010,Hack and Slash
19080,Adventure,2010,Hack and Slash
19080,Casual,2010,Hack and Slash
31700,Action,2008,RPG
31700,Indie,2008,RPG
19030,Action,2010,Singleplayer
19030,Adventure,2010,Singleplayer
50820,Indie,2010,Indie
49800,Action,2010,Indie
49800,Indie,2010,Indie
33650,Casual,2010,Trains
901478,Action,2010,Dark Humor
901478,Adventure,2010,Dark Humor
33660,Casual,2010,Realistic
33660,Indie,2010,Realistic
34281,Action,2010,Action
34272,Action,2010,Strategy
34270,Action,2010,Strategy
34270,Adventure,2010,Strategy
34270,Casual,2010,Strategy
34270,Rpg,2010,Strategy
34276,Action,2010,Action
34274,Action,2010,Strategy
34275,Strategy,2010,Action
34277,Action,2010,Action
34273,Action,2010,Strategy
34280,Action,2010,Action
34282,Action,2010,Action
34279,Action,2010,Action
34010,Action,2010,Horror
34010,Rpg,2010,Horror
22610,Action,2010,Difficult
22440,Rpg,2010,Singleplayer
18508,Strategy,2010,Open World
18508,Indie,2010,Open World
22430,Rpg,2010,Shooter
22410,Rpg,2010,Controller
22420,Rpg,2010,FPS
630,Action,2010,Sports
22400,Rpg,2010,Casual
24780,Simulation,2003,Multiplayer
24780,Strategy,2003,Multiplayer
33670,Strategy,2010,Sandbox
33670,Rpg,2010,Sandbox
40420,Casual,2010,RPG
40420,Indie,2010,RPG
34920,Action,2010,Singleplayer
34920,Casual,2010,Singleplayer
34920,Indie,2010,Singleplayer
48136,Strategy,2010,Indie
46720,Rpg,2008,RPG
28000,Action,2010,Card Game
39680,Simulation,2010,Singleplayer
39680,Strategy,2010,Singleplayer
25962,Strategy,2010,Online Co-Op
24634,Simulation,2010,Female Protagonist
63900,Strategy,2010,Fantasy
50130,Action,2011,Casual
24075,Simulation,2010,Female Protagonist
47540,Rpg,2010,Action
47540,Casual,2010,Action
50510,Action,2010,Difficult
25760,Indie,2010,Survival
25763,Indie,2010,Survival
25762,Indie,2010,Survival
25764,Indie,2010,Adventure
42980,Strategy,2010,Based On A Novel
48800,Simulation,2010,Adventure
22600,Strategy,2010,Simulation
46770,Indie,2010,Female Protagonist
46770,Simulation,2010,Female Protagonist
46770,Strategy,2010,Female Protagonist
65700,Action,2010,Racing
65700,Simulation,2010,Racing
65700,Strategy,2010,Racing
42960,Strategy,2010,Based On A Novel
25761,Indie,2010,Survival
28010,Action,2010,Indie
28012,Action,2010,Indie
24640,Simulation,2010,Female Protagonist
28011,Action,2010,Indie
4850,Strategy,2002,Strategy
57640,Adventure,2010,Cute
62100,Casual,2010,Retro
50145,Action,2010,Platformer
34841,Action,2010,Indie
70300,Action,2010,Action
70300,Indie,2010,Action
48137,Strategy,2010,Indie
57300,Action,2010,Action
57300,Adventure,2010,Action
57300,Indie,2010,Action
70400,Rpg,2010,Short
70400,Indie,2010,Short
46600,Action,2010,Stealth
46600,Casual,2010,Stealth
46600,Indie,2010,Stealth
34314,Action,2010,Action
34314,Simulation,2010,Action
34310,Action,2010,Action
70100,Simulation,2010,Violent
70110,Indie,2010,CRPG
70110,Simulation,2010,CRPG
38600,Casual,2010,Match 3
38600,Indie,2010,Match 3
57620,Strategy,2010,Adventure
34284,Action,2010,Casual
63910,Rpg,2010,Comedy
63910,Strategy,2010,Comedy
24082,Simulation,2010,Female Protagonist
8930,Strategy,2010,Fantasy
49310,Strategy,2010,Indie
41060,Action,2002,Action
41060,Indie,2002,Action
70900,Indie,2010,Singleplayer
70900,Strategy,2010,Singleplayer
9940,Action,2010,Family Friendly
9940,Adventure,2010,Family Friendly
22650,Action,2010,Strategy
901553,Action,2010,Funny
50620,Action,2010,Arcade
50620,Adventure,2010,Arcade
2840,Simulation,1999,Action
2840,Strategy,1999,Action
42920,Strategy,2010,RPG
29700,Action,2007,Tower Defense
29700,Rpg,2007,Tower Defense
29700,Massively multiplayer,2007,Tower Defense
2850,Simulation,2000,Massively Multiplayer
2850,Strategy,2000,Massively Multiplayer
61510,Rpg,2010,Singleplayer
61510,Strategy,2010,Singleplayer
70200,Adventure,2010,Strategy
70200,Casual,2010,Strategy
70200,Simulation,2010,Strategy
70210,Adventure,2010,Simulation
70210,Casual,2010,Simulation
70210,Indie,2010,Simulation
70210,Simulation,2010,Simulation
61520,Rpg,2010,Female Protagonist
61520,Strategy,2010,Female Protagonist
61500,Rpg,2010,Shooter
61500,Strategy,2010,Shooter
47790,Action,2010,Action
46450,Indie,2010,Action
46450,Rpg,2010,Action
46450,Strategy,2010,Action
45750,Action,2010,Open World
45750,Adventure,2010,Open World
57800,Adventure,2010,Indie
57800,Casual,2010,Indie
57800,Indie,2010,Indie
22380,Action,2010,Pixel Graphics
22380,Rpg,2010,Pixel Graphics
67000,Action,2010,Kickstarter
67000,Casual,2010,Kickstarter
67000,Indie,2010,Kickstarter
80300,Adventure,2010,Replay Value
80300,Indie,2010,Replay Value
50000,Indie,2010,Dinosaurs
50000,Racing,2010,Dinosaurs
16868,Strategy,2010,Indie
18040,Action,2010,Strategy
18040,Indie,2010,Strategy
18040,Rpg,2010,Strategy
71115,Action,2010,Side Scroller
71115,Simulation,2010,Side Scroller
34317,Casual,2010,Casual
71114,Rpg,2010,Soundtrack
71112,Action,2010,Soundtrack
71113,Action,2010,Soundtrack
71113,Adventure,2010,Soundtrack
34319,Adventure,2010,Casual
34316,Action,2010,Casual
34315,Action,2010,Casual
6120,Action,2010,Action
6120,Indie,2010,Action
35460,Action,2010,Strategy
35460,Adventure,2010,Strategy
35460,Indie,2010,Strategy
32500,Action,2010,RPG
62000,Action,2010,Sandbox
62000,Casual,2010,Sandbox
33570,Rpg,2010,Blood
33570,Simulation,2010,Blood
33570,Strategy,2010,Blood
63700,Action,2010,Indie
63700,Casual,2010,Indie
63700,Indie,2010,Indie
46362,Simulation,2010,Surreal
46362,Strategy,2010,Surreal
49320,Casual,2010,Strategy
72400,Adventure,2010,FPS
72400,Indie,2010,FPS
42964,Strategy,2010,Story Rich
43011,Action,2010,Dark Fantasy
33980,Action,2010,Racing
65710,Casual,2009,Multiplayer
33990,Adventure,2010,Destruction
33950,Casual,2007,Story Rich
33950,Indie,2007,Story Rich
65400,Strategy,2010,Indie
65400,Indie,2010,Indie
42700,Action,2010,Fantasy
38923,Indie,2010,Adventure
38923,Casual,2010,Adventure
72500,Casual,2010,Simulation
72500,Indie,2010,Simulation
15740,Action,2010,Strategy
15740,Adventure,2010,Strategy
15740,Strategy,2010,Strategy
38924,Indie,2010,Adventure
38924,Casual,2010,Adventure
15750,Action,2010,Turn-Based
15750,Adventure,2010,Turn-Based
15750,Strategy,2010,Turn-Based
45500,Casual,2010,Family Friendly
45500,Indie,2010,Family Friendly
31290,Adventure,2010,Casual
12100,Action,2002,Singleplayer
12120,Action,2005,Sci-fi
35135,Action,2011,Singleplayer
35135,Adventure,2011,Singleplayer
35137,Action,2011,Singleplayer
35137,Adventure,2011,Singleplayer
35138,Action,2011,Singleplayer
35138,Adventure,2011,Singleplayer
35136,Action,2011,Singleplayer
35136,Adventure,2011,Singleplayer
12110,Action,2003,Multiplayer
33390,Action,2011,Indie
33390,Indie,2011,Indie
92300,Action,2011,Dungeon Crawler
92300,Indie,2011,Dungeon Crawler
80000,Action,2011,Simulation
80000,Indie,2011,Simulation
80000,Strategy,2011,Simulation
47780,Action,2011,Strategy
51060,Adventure,2011,Massively Multiplayer
51060,Casual,2011,Massively Multiplayer
65080,Adventure,2011,2D Fighter
63200,Action,2011,Strategy
63200,Strategy,2011,Strategy
63200,Indie,2011,Strategy
63200,Sports,2011,Strategy
60340,Action,2011,Atmospheric
60340,Adventure,2011,Atmospheric
60340,Casual,2011,Atmospheric
71116,Action,2011,Side Scroller
71161,Rpg,2011,Female Protagonist
71119,Rpg,2011,Side Scroller
71118,Rpg,2011,Side Scroller
71117,Action,2011,Side Scroller
71166,Adventure,2011,Adventure
71165,Action,2011,Female Protagonist
71163,Action,2011,Female Protagonist
71163,Adventure,2011,Female Protagonist
71164,Action,2011,Female Protagonist
71160,Rpg,2011,Action
71120,Rpg,2011,Side Scroller
47890,Simulation,2009,Indie
48802,Simulation,2011,Co-op
47896,Simulation,2010,Strategy
47892,Simulation,2009,Strategy
47894,Simulation,2010,Strategy
47893,Simulation,2010,Strategy
47895,Simulation,2010,Strategy
42000,Casual,2011,Family Friendly
42000,Indie,2011,Family Friendly
47570,Casual,2011,Strategy
47897,Simulation,2011,Strategy
57700,Action,2011,Multiple Endings
